,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,behavior,behavior_type
25,4e61c4d4-cafe-3bd4-b342-74047a725573,16.28432813,0.421875,64,62532,default,1,1,27,outlier,outlier
26,4f46e14e-d085-3e13-8ea9-2fa429b499fa,23.15736364,0.25974026,154,213975,default,1,1,40,outlier,outlier
27,5532f3ba-20b1-37b6-ba06-83986ca9698d,1.510888889,0.592592593,27,2448,default,1,1,16,outlier,outlier
28,560615eb-45d9-3902-b4d8-60d4bb35b8b1,683.7524615,0.076923077,13,533327,default,1,1,1,outlier,outlier
29,56988cbf-0f43-372c-99fd-1a7fec747922,0.001368081,0.075645756,41.69230769,45,default,68,13,41,Googlebot/2.1,bot
30,60eb90d2-c055-3387-b252-715a59e520fd,10.37992905,0.283783784,148,92174,default,2,1,42,outlier,outlier
31,611e4e71-3ac4-3c6b-9d2e-0ea85977f0fe,1.736563725,0.225490196,102,10628,default,1,1,23,outlier,outlier
32,6ef419a9-5e82-3394-b86f-aad5e111bdd1,4.495993464,0.163398693,153,41274,default,1,1,25,outlier,outlier
33,6f3de8a8-e8af-3ff4-9ace-f9cd5c743d35,1.811363636,0.727272727,11,1196,datacenter,1,1,8,outlier,outlier
34,76f7f110-230d-3b8b-8b96-f59a91bcc032,92.42173333,0.4,15,83180,default,1,1,6,outlier,outlier
35,82ef8891-70cf-36aa-a5df-fa013b4d6be4,0.010333333,1,3,2,default,3,1,3,outlier,outlier
36,84534cb6-8752-380f-9d5c-fc51d0a686a6,0.157888889,0.777777778,9,86,default,1,1,7,outlier,outlier
37,86e2a6c3-c391-3928-8ccf-ad8c6426e1f3,1.73375,1,4,417,default,1,1,4,outlier,outlier
38,8850e0e4-5db4-36ce-86d8-65e63e687fa6,1.3914,0.6,5,418,default,2,1,3,outlier,outlier
39,8b4fc5ff-d935-3d99-9a54-8ba919078084,0.99075,0.75,12,714,default,1,1,9,outlier,outlier
40,8cc088ee-f7d5-392d-933f-6a6d2660b259,46.89327711,0.325301205,83,233529,default,1,1,27,outlier,outlier
41,92e1e19b-9f38-3965-aa4f-3211d7ee763d,0.105157895,0.789473684,19,120,default,1,1,15,outlier,outlier
42,93cefbab-fcf2-3c19-937a-9dcaf06f77d4,0.167166667,0.210884354,294,2949,default,3,1,62,outlier,outlier
43,98d9e67b-c86d-30a5-a0cb-0242a47c129e,0.802732143,0.383928571,112,5395,default,3,1,43,outlier,outlier
44,993e71dc-32a0-3983-92fa-e4e41283c98c,0.014004739,0.260663507,211,178,default,2,1,55,outlier,outlier
45,99dcb7d5-f01a-3a98-945d-df5edb3d3af2,3.740526316,0.631578947,19,4265,default,1,1,12,outlier,outlier
46,9ad75e9a-db8e-3e3a-8eea-824ae8c5cb54,0.008666667,1,3,2,default,3,1,3,outlier,outlier
47,9fda7b5f-8e8b-3c1b-b26d-7a2960b0c9ac,3.052588235,0.823529412,17,3114,default,1,1,14,outlier,outlier
48,a31b005d-a89a-3bd6-9f11-2d1ccda6dec8,1.700945233,0.052738337,493,50314,default,1,1,26,outlier,outlier
49,ad6365d9-1af4-309b-a4fb-d0d410a72037,311.6626667,1,3,56100,default,1,1,3,outlier,outlier
50,aeb65581-f15d-3b2b-ab95-9bb6c53bd306,8.258344828,0.310344828,29,14370,default,1,1,9,outlier,outlier
51,bffe6d5c-f509-388c-890b-cd3d28782787,0.0548,1,5,17,default,1,1,5,outlier,outlier
52,c0f29551-a0a9-35f6-8427-e9d5804ddaab,0.263666667,0.777777778,9,143,default,1,1,7,outlier,outlier
53,c14d01fb-f43f-3b97-9b51-924e0d009b54,13.0373,0.184615385,130,101691,private_ip,1,1,24,outlier,outlier
54,c1753efe-2b07-3550-8ff2-e8d5fa69e110,33.98360577,0.173076923,5.777777778,106029,default,24,9,9,BingPreview/1.0b;bingbot/2.0,bot
55,c70d250d-ad44-3541-b886-5cc3b95c9c0f,5.7179,0.4,10,3431,default,1,1,4,outlier,outlier
56,cb5f7960-f9e8-3718-9ccb-8a163d3e2adc,0.001933333,0.8,15,2,default,15,1,12,outlier,outlier
57,cc1361a3-243d-3001-8bc0-1726060cd1f8,5.540164948,0.237113402,194,64488,default,1,1,46,outlier,outlier
58,d01af976-1e0a-3a82-b8d0-2eb82d61ad31,2.588425,0.75,20,3107,default,1,1,15,outlier,outlier
59,d15f40e4-efda-36bd-a657-e4e2c74b798c,2.186860526,0.221052632,380,49861,default,2,1,84,outlier,outlier
60,d975d3b2-f671-32c2-b9b1-60f790badc3a,1.548428571,0.857142857,7,651,default,1,1,6,outlier,outlier
61,da9dc9af-d42c-3a89-b987-e30aa3aea85b,18.27367647,0.470588235,34,37279,default,1,1,16,outlier,outlier
62,dc170d64-ef64-3de0-8ec9-1b15be28e569,0.04,1,3,8,default,1,1,3,outlier,outlier
63,e01ef16c-8047-30d9-be4c-6c400a69ba1a,43.18502857,0.114285714,35,90689,default,1,1,4,outlier,outlier
64,e873d003-127d-323a-b8f6-32cf470d6352,0.94484,0.52,25,1418,default,1,1,13,outlier,outlier
65,ebcc5054-ad18-3b31-8767-89bca220edee,0.176782609,0.5,46,488,default,1,1,23,outlier,outlier
66,f1641cce-3cb2-3eab-ba35-45e767671b07,1.008317073,0.317073171,41,2481,private_ip,1,1,13,outlier,outlier
67,f4aa5028-30f0-3bbc-95c2-0b769e57e301,7.584846154,0.615384615,26,11833,default,1,1,16,outlier,outlier
68,f839e203-8019-3159-9e96-40592b8cf129,10.47332558,0.395348837,43,27022,default,1,1,17,outlier,outlier
69,fb1c5812-928a-33e1-9337-e4bc8cd7e276,3.181725806,0.435483871,62,11837,default,1,1,27,outlier,outlier
70,fe8c6841-658d-3b2e-81aa-4b4db78d5de3,20.5308,0.8,5,6160,default,1,1,4,outlier,outlier
71,00a67759-5f4c-3249-9fab-0c730f39020c,0.008,0.5,2,1,default,2,1,1,outlier,outlier
72,0a018ab8-0004-3180-af62-84e86743b819,139.0518571,0.142857143,7,58402,default,1,1,1,outlier,outlier
73,0cd5e597-a16b-30a5-b9be-8a1c89b02e21,0.459520833,0.625,24,662,default,1,1,15,outlier,outlier
74,0ef2dc2a-38de-3a7e-864f-7bc09d1b892c,5.093666667,1,3,917,default,1,1,3,outlier,outlier
75,1523809e-b22b-339e-8ffa-1bcae62039f3,0.088111111,0.777777778,9,48,default,1,1,7,outlier,outlier
76,15dbf94d-08fc-30ad-afda-c0ab7feb5c28,0.812597884,0.164021164,189,9215,default,1,1,31,outlier,outlier
77,16d8eeb5-1e10-358a-b56a-f1c69bdc7ac3,0.085666667,1,3,16,default,1,1,3,outlier,outlier
78,172404e7-d9f2-314f-8cee-b1de1c8b64ab,0.000144,0.008,125,2,default,121,1,1,outlier,outlier
79,17e13af4-d51e-3a48-9573-13e900980271,128.5193939,0.696969697,33,254469,default,1,1,23,outlier,outlier
80,18efde6b-2355-35fa-a4f1-07b735c24628,6.22742,0.4,50,18683,default,1,1,20,outlier,outlier
81,1a2e4f91-783c-34a4-b2d5-2c56912a71cd,6.64358875,0.0975,400,159447,default,1,1,39,outlier,outlier
82,1df92cf1-3d6f-3163-9faf-355df0ffc61b,9.762,0.764705882,17,9958,default,2,1,13,outlier,outlier
83,1fb1fe0a-95c2-3f63-98f3-bb5a02c2f7e9,0.163467742,0.806451613,31,305,default,1,1,25,outlier,outlier
84,1fcf1d1a-b7f1-34c9-90b8-4a2aae27b8bb,0.017166667,0.666666667,18,19,default,3,1,12,outlier,outlier
85,20947305-475f-30b0-918b-f21769ccf26e,4.208833333,1,6,1516,default,1,1,6,outlier,outlier
86,2520c461-b6f8-3b87-9a18-b00663aecab9,2.242462963,0.074074074,54,7266,private_ip,1,1,4,outlier,outlier
87,2a573874-3ef0-3338-9580-dd5d5e1933c0,0.180666667,0.777777778,9,98,default,1,1,7,outlier,outlier
88,2b626331-3faf-32fe-a864-7b52767fcd99,5.75365,0.55,20,6905,default,1,1,11,outlier,outlier
89,2bb3c782-3aad-383c-b1d0-d61f2f888a17,2.705149425,0.310344828,87,14121,default,1,1,27,outlier,outlier
90,2bb3c782-3aad-383c-b1d0-d61f2f888a17,2.705149425,0.310344828,87,14121,default,1,1,27,outlier,outlier
91,2bb3c782-3aad-383c-b1d0-d61f2f888a17,2.705149425,0.310344828,87,14121,default,1,1,27,outlier,outlier
92,2bb3c782-3aad-383c-b1d0-d61f2f888a17,2.705149425,0.310344828,87,14121,default,1,1,27,outlier,outlier
93,341c9c31-baae-3f1f-af6d-682459a79ab4,270.949,0.75,4,65028,default,1,1,3,outlier,outlier
94,37e4a0b8-e383-3338-b821-1a91f6f974f0,18.88163776,0.071428571,10.88888889,111025,default,34,9,7,BingPreview/1.0b;bingbot/2.0,bot
95,38c7fe1d-f702-37ee-a6ab-ba3d1d6f778b,9.23E-05,0.061538462,13,1,default,65,5,4,YandexBot/3.0,bot
96,3ad30f1b-dfaa-3546-8e8c-b8a3a927be0c,144.9116,1,5,43474,default,1,1,5,outlier,outlier
97,3bdebcfe-a7e9-38ab-8813-613a7bd75582,0.549606061,0.515151515,33,1089,default,2,1,17,outlier,outlier
98,47acfb0c-bf20-3370-9228-b02ab4d4cbcf,0.399130337,0.152808989,445,10657,default,3,1,68,outlier,outlier
99,4d17127c-c81e-3c57-bebc-a86c9d34fb82,0.008212121,0.181818182,132,66,default,3,1,24,outlier,outlier
100,4e388cdb-13e1-3319-bf0d-84105e4d1de5,0.567617021,0.468085106,47,1601,private_ip,1,1,22,outlier,outlier
101,4fa211b5-9182-34d3-8e84-335af83d7f63,28.93446154,0.102564103,78,135414,default,1,1,8,outlier,outlier
102,51dcadb1-ad96-3171-9206-fd8e77d41df9,1.429516484,0.263736264,91,7806,default,1,1,24,outlier,outlier
103,51dcadb1-ad96-3171-9206-fd8e77d41df9,1.429516484,0.263736264,91,7806,default,1,1,24,outlier,outlier
104,51dcadb1-ad96-3171-9206-fd8e77d41df9,1.429516484,0.263736264,91,7806,default,1,1,24,outlier,outlier
105,51dcadb1-ad96-3171-9206-fd8e77d41df9,1.429516484,0.263736264,91,7806,default,1,1,24,outlier,outlier
106,54528d3d-67ea-3d18-9e3b-985cacd9c9e1,9.2808,0.8,5,2785,default,1,1,4,outlier,outlier
107,57fcd2c7-cc52-3658-b091-ad8d8affc51e,38.19834211,0.289473684,38,87093,default,1,1,11,outlier,outlier
108,5a396b4c-5b6f-303a-b01a-87362404f396,2.441565217,0.47826087,23,3370,default,1,1,11,outlier,outlier
109,5b2680f7-cd8a-3848-ba2b-b3dab4a1c66d,4.00E-05,0.027878788,3.767123288,2,default,631,219,23,BingPreview/1.0b,bot
110,5bd6560c-6c21-3925-9529-727dd62c218f,1.486566,0.156,250,22299,default,1,1,39,outlier,outlier
111,5f7fe530-bc7a-380f-9621-a33429d5c581,0.03025,1,2,4,default,2,1,2,outlier,outlier
112,60b82297-aae6-3231-b80e-b2f8a2e73379,0.0550625,0.6875,16,53,default,3,1,11,outlier,outlier
113,64424b1b-32ad-307f-a33f-9f72eac60ede,25.75945714,0.085714286,35,54095,default,1,1,3,outlier,outlier
114,6486aadd-3a35-35f0-90af-5b790f2f1fea,7.878709677,0.290322581,31,14655,default,1,1,9,outlier,outlier
115,65bedabd-6bf9-3816-9a3c-ce50f2ad016a,9.021,0.636363636,11,5954,private_ip,1,1,7,outlier,outlier
116,6603a96a-29be-3c0c-8ea4-64276e78d1e4,1.313378378,0.459459459,37,2916,default,1,1,17,outlier,outlier
117,6af99590-7c3e-3221-824b-d002a27854f8,3.015375,0.3125,32,5790,default,1,1,10,outlier,outlier
118,6c326d37-6325-38e7-a238-7d077dd5ac0f,0.18725,0.875,8,90,default,1,1,7,outlier,outlier
119,6f31d775-316a-36f1-a276-f787c9445554,60.22128571,0.714285714,7,25293,default,1,1,5,outlier,outlier
120,705aa36e-ee89-3aca-ad39-a2cbaa03f03f,1.049644,0.36,125,7873,default,1,1,45,outlier,outlier
121,72a47630-a3a9-3311-a12c-6e31fa8a5aab,11.564,0.666666667,6,4164,default,1,1,4,outlier,outlier
122,75acad5e-e07c-3a69-9b6f-ea08c6853f47,7.843195266,0.230769231,169,79530,default,1,1,39,outlier,outlier
123,78e96c7f-c11b-35b6-9bbd-9e5606db92fa,0.01,0.5,2,3,private_ip,2,2,2,Googlebot/2.1;unknown,bot
124,8196d991-835d-3e53-bee7-b7a5aba04593,202.5755,1,4,48619,default,1,1,4,outlier,outlier
125,83af5a66-ab87-30fd-b066-f359e91bbf68,144.9031429,1,7,60860,default,1,1,7,outlier,outlier
126,84de8058-13bc-3f59-964d-256ea53eee97,2.214706767,0.221804511,266,35347,default,2,1,59,outlier,outlier
127,8682e229-2128-350a-b005-fade71cacbdc,984.5016667,1,3,177211,default,1,1,3,outlier,outlier
128,8722599f-0a20-3e2e-8efb-b642d0a38c68,1.465923077,0.461538462,13,1144,default,3,1,6,outlier,outlier
129,88cde6cc-0342-3d4f-b4be-aa8a1a9e9561,2.818590909,0.352272727,88,14883,default,1,1,31,outlier,outlier
130,8c273c93-9c11-3b86-829d-87e26abcebd3,0.6371,0.65,20,765,default,1,1,13,outlier,outlier
131,8d1ce83b-c9cc-3a80-8ca8-eb222780d5fc,0.353996355,0.130012151,823,17481,default,1,1,107,outlier,outlier
132,8fba780d-8d5a-3de2-a2dd-d3c74e44d3d1,0.000146552,0.00862069,116,2,default,102,1,1,outlier,outlier
133,8fc2df4c-9272-338d-b3d5-f24f669dbdd9,0.794273622,0.212598425,254,12105,default,2,1,54,outlier,outlier
134,90d5083c-563c-3fe4-b644-6470850d7437,4.06662069,0.620689655,29,7076,default,1,1,18,outlier,outlier
135,93747fbb-021b-3331-b79a-e28c5a3ae305,0.002,1,3,1,default,1,1,3,outlier,outlier
136,972dd238-1088-3ca3-ac12-e1a024c29d38,9.15025,0.5,4,2197,default,1,1,2,outlier,outlier
137,9c7fad7b-132f-3050-8d20-e114fd248ead,0.408807339,0.412844037,109,2674,default,3,1,45,outlier,outlier
138,9e98dc40-4264-342d-a9c0-1ac56c0b325f,1.681277778,0.666666667,18,1816,default,1,1,12,outlier,outlier
139,9f05c58d-77e4-3cb5-a15f-e2b353e1f39e,0.336,1,4,81,default,1,1,4,outlier,outlier
140,9f335aaa-f148-39c9-bcd5-4abe3628d8cd,0.986142857,1,7,415,default,1,1,7,outlier,outlier
141,a4add129-433c-3b4c-95ce-7c85ba211574,0.502916667,0.666666667,12,363,default,1,1,8,outlier,outlier
142,a63f2d67-0a13-34d3-a89c-e9fa4bf18b48,4.639466321,0.191709845,193,53726,default,1,1,37,outlier,outlier
143,aaa84e48-0abd-366a-8d05-04acac3584c1,2.083853448,0.293103448,58,7252,default,2,1,17,outlier,outlier
144,ab01f396-3eb7-37aa-94dc-de8f8439bdac,13.85391192,0.300518135,193,160429,default,1,1,58,outlier,outlier
145,b454c31e-15a9-3f1d-a7d3-ebabbc4cca36,6.887404762,0.369047619,84,34713,default,1,1,31,outlier,outlier
146,b75b5139-9c06-3ec3-81ac-246c8f0456ea,15.87764078,0.13592233,103,98124,default,1,1,14,outlier,outlier
147,b8964100-d434-31f2-87a8-f19199e70589,6.897158621,0.234482759,145,60006,default,1,1,34,outlier,outlier
148,ba927167-3516-3f3b-9cac-177545582c13,4.769888889,0.466666667,45,12879,default,1,1,21,outlier,outlier
149,bcd103a6-618c-330f-bf99-a6ca41696ebf,0.524333333,1,3,95,default,1,1,3,outlier,outlier
150,bffd7b63-8f70-3ad2-a192-3adf6b65fe36,53.8856,0.2,15,48498,default,1,1,3,outlier,outlier
151,c3258830-8259-37b3-bb74-4c8f0fcf0d95,4.4593,0.168,125,33445,default,1,1,21,outlier,outlier
152,ce0d1fe1-5816-3ff8-8410-5a7f8dcb3227,11.65125,0.5,4,2797,default,1,1,2,outlier,outlier
153,ce79801a-9a6e-399f-9945-c38084c4e5f7,2.3421,0.244827586,290,40753,default,2,1,71,outlier,outlier
154,cfd1ba17-1b6d-3c20-bb0b-1ba27bb7a4ae,2.291875,0.75,12,1651,default,2,1,9,outlier,outlier
155,d043033e-9917-301a-b4b2-cadd1409c363,0.4111,1,10,247,default,1,1,10,outlier,outlier
156,d0a78738-be8c-35a5-9a0c-8ea46f46e69e,0.2355,1,4,57,default,1,1,4,outlier,outlier
157,d1232346-655c-3b94-849d-7eb181db7738,0.361416667,0.25,12,261,default,2,1,3,outlier,outlier
158,d2dd9cbc-ac71-397f-b7df-34721ef7790a,2.0385,0.625,8,979,default,2,1,5,outlier,outlier
159,d616ce56-cbce-334b-a9bf-fbd393796bec,23.74855814,0.395348837,86,122543,default,1,1,34,outlier,outlier
160,d6a376e7-678c-327c-b376-c83dcdc59e78,1.648518868,0.226415094,53,5243,default,2,1,12,outlier,outlier
161,d7803e15-51ac-3420-a112-1599aad6a12d,4.711874046,0.17302799,393,111106,default,1,1,68,outlier,outlier
162,d8853ad5-19f5-3085-b2e4-1a64d18ebed7,4.1761875,0.625,16,4010,default,1,1,10,outlier,outlier
163,e1f3240f-b449-3faa-9358-4e841b934288,5.364099476,0.272251309,191,61473,default,1,1,52,outlier,outlier
164,e8ce4cac-9047-324f-9a0e-30cf1cb26ce3,0.007333333,1,3,2,default,1,1,3,outlier,outlier
165,e94541ca-fc19-3555-b87c-0fee716d3816,0.6162,1,5,185,default,1,1,5,outlier,outlier
166,eb5f686a-3713-3e55-863b-e9b26bddc9cb,46.97833333,1,3,8457,default,1,1,3,outlier,outlier
167,edb0de68-daee-3a31-9fc6-9e313f53d5f2,5.927178112,0.090128755,233,82862,default,1,1,21,outlier,outlier
168,f9083723-19ed-3d4e-902b-435542480213,14.0018,0.472727273,55,46206,default,1,1,26,outlier,outlier
169,fb969690-3d2f-3ac5-9b2a-8319efc66b25,2.289763793,0.186206897,290,39842,default,2,1,54,outlier,outlier
170,fe1bd13c-c182-3c2b-a448-270aa0575ab2,0.01,1,2,2,default,2,1,2,outlier,outlier
171,ff5186af-44f2-38f2-828d-5670e7473dc8,0.004166667,0.666666667,6,2,default,6,1,4,outlier,outlier
172,024f4b44-b735-3ea4-bbf9-0ecc0e10f140,0.217867647,0.647058824,34,445,default,2,1,22,outlier,outlier
173,037b797a-ad57-3af9-b2c9-98bd139ce2dc,26.07246471,0.211764706,85,132970,default,1,1,18,outlier,outlier
174,03d297e9-0b65-3668-a3b8-53b1183ec7fd,12.31175,0.431818182,44,32504,default,1,1,19,outlier,outlier
175,044cd71d-cc31-3dc8-a35b-de235d0ff258,0.103916667,0.833333333,12,75,default,1,1,10,outlier,outlier
176,05c0a650-616a-3beb-8d59-56be6b9a8a4e,5.241904762,0.642857143,42,13210,default,1,1,27,outlier,outlier
177,05facb45-d704-312d-b632-846fe5921823,86.0982,0.233333333,30,154977,default,1,1,7,outlier,outlier
178,0766a3bb-63dc-370a-b038-d520471601a9,0.400808599,0.105409154,721,17339,default,2,1,76,outlier,outlier
179,0ac07cad-2e0d-367e-a827-0e9a9e79bfc5,0.057666667,0.666666667,9,32,default,1,1,6,outlier,outlier
180,0cbb32e4-37f8-3cf9-8126-21d468551d50,1.72E-05,0.008588957,815,1,private_ip,617,1,7,outlier,outlier
181,12f63b19-5a00-3dd0-a782-90ce81392370,5.393901235,0.117283951,162,52429,default,1,1,19,outlier,outlier
182,177be35b-ecb9-35d6-bd3a-b61fbafdb875,65.16456757,0.567567568,37,144666,default,1,1,21,outlier,outlier
183,18ee4a07-1ed9-3d8e-bbd2-53da9ec5fd3b,132.9926667,1,6,47878,default,1,1,6,outlier,outlier
184,1e5c3c2b-bad8-3861-b95c-01029e45ea05,4.912501433,0.189111748,349,102868,default,1,1,66,outlier,outlier
185,1ed50b15-e106-3245-b908-cb81bd0e3890,9.96E-05,0.079710145,3.172413793,2,default,192,87,22,BingPreview/1.0b,bot
186,2086e4f7-ddae-3849-ae2e-8833abfc6136,0.0175,1,4,5,default,1,1,4,outlier,outlier
187,225d711e-4105-3916-a5cc-12e0177fcc7e,0.687239583,0.25,48,1980,default,6,1,12,outlier,outlier
188,276d30ec-d215-3b50-a370-558dd23b3983,0.0093,0.3,10,6,default,1,1,3,outlier,outlier
189,2c9ef55a-4414-3e7e-aee6-c0a1e1527ac6,10.68489474,0.263157895,19,12181,default,1,1,5,outlier,outlier
190,2fa93fef-a1ff-37ab-81dc-37eeacae83a7,11.26879545,0.431818182,44,29750,default,1,1,19,outlier,outlier
191,385f79a4-c688-37a6-9a7d-9ebbe6f183b5,0.108666667,1,3,20,default,1,1,3,outlier,outlier
192,39e3fee8-a5e0-3f0c-a12e-1de345e83dfe,38.5628,0.6,10,23138,default,1,1,6,outlier,outlier
193,3d208be9-f066-3cae-a994-9572eb6b09ed,1.64735,0.183333333,60,5931,default,1,1,11,outlier,outlier
194,3df0c29f-ed30-3e0c-9519-94b0c70a7beb,2.498454545,0.818181818,11,1649,default,1,1,9,outlier,outlier
195,41ad07d6-dedb-34e2-8b08-3cb30d55da2b,0.383827586,0.413793103,58,1336,default,1,1,24,outlier,outlier
196,434d2280-6cb7-39e0-a12f-604de08cc7a0,0.474109208,0.119914347,934,26570,default,2,1,112,outlier,outlier
197,43e55b17-e693-360b-81e3-f96074cb752d,0.993772277,0.201320132,303,18067,default,2,1,61,outlier,outlier
198,48a284ad-2034-35e7-8667-2751a8126e7c,3.28E-05,0.033957845,94.88888889,2,default,854,9,29,bingbot/2.0,bot
199,492d882f-0cbf-3fcf-bb02-70bff1153665,0.023,1,2,3,default,1,1,2,Python-requests;unknown,bot
200,4a27a0aa-8712-3798-9884-0ad5a81cb3a1,12.2744375,0.5,16,11784,default,1,1,8,outlier,outlier
201,4e009550-4927-3d8c-bd7e-b6ecea08f31c,12.93779397,0.311557789,199,154478,default,1,1,62,outlier,outlier
202,51fe26df-7d12-317f-a1f1-66fc4e8fc5c5,13.49766667,0.4,15,12148,default,1,1,6,outlier,outlier
203,540a9d8c-64b9-3f87-8cc4-b1d476ec457b,21.29978378,0.459459459,37,47286,default,1,1,17,outlier,outlier
204,546e96d8-12da-35e3-b0ff-22f6a7c27d81,34.60544444,0.777777778,9,18687,default,1,1,7,outlier,outlier
205,5635e64f-84d9-3846-a5e3-db9742fe391c,1.096833333,0.666666667,6,395,default,1,1,4,outlier,outlier
206,5767da56-f041-3171-9eb1-fa20eab72661,151.5263333,0.166666667,6,54550,default,1,1,1,outlier,outlier
207,5884a0ec-c909-3988-8806-6a50edb0a0d0,0.081666667,1,3,15,default,1,1,3,outlier,outlier
208,5a6762a7-262a-3a31-830e-2825957808de,0.001083333,0.333333333,6,1,default,6,1,2,outlier,outlier
209,6094deea-e77f-396e-9419-1a1e74019b93,0.007666667,1,3,2,default,3,1,3,outlier,outlier
210,6415ddf4-0479-30b9-8b64-c2a4151bcb1d,4.876,0.6875,16,4681,default,1,1,11,outlier,outlier
211,6a14d197-1516-333d-9bdf-f5b1fcab7bf7,6.752727273,0.818181818,11,4457,default,1,1,9,outlier,outlier
212,6ed365b4-4265-3c7d-9380-86eefd1e5e02,0.1176,0.75,20,142,default,1,1,15,outlier,outlier
213,712d65a0-56b8-3573-90cb-a6fe78609ce7,18.48415385,0.538461538,26,28836,default,1,1,14,outlier,outlier
214,749d7c81-4c1f-36ed-9541-ad664ebad094,16.402,1,3,2953,default,1,1,3,outlier,outlier
215,7db4a93c-fb92-3e3f-84bc-2dcb65c36a4b,0.000666667,1,3,1,default,1,1,3,outlier,outlier
216,7eaa71e2-bba7-3081-b6ea-f04de01b825e,10.61664286,0.428571429,35,22295,default,2,1,15,outlier,outlier
217,8c48a4a0-eaa0-38b3-bb85-788e46a13ec7,0.000105263,0.052631579,14.25,1,default,57,4,3,YandexBot/3.0,bot
218,946e2ac2-1490-3e65-95bb-7186a1d30abe,3.260323529,0.282352941,85,16628,default,2,1,24,outlier,outlier
219,95a3ef62-56a3-3012-b852-80773868bc61,22.82252632,0.394736842,38,52036,default,1,1,15,outlier,outlier
220,95c07fbc-91f7-3973-ad55-7a7bc13bdddb,4.10E-05,0.034199726,81.22222222,2,default,731,9,25,bingbot/2.0,bot
221,99de6e86-9c19-3b17-965b-a7b72e59b6f3,1.740244505,0.145604396,364,38007,default,1,1,53,outlier,outlier
222,9bd4d994-58e7-3b82-8ae1-04e39207501c,16.58677778,0.444444444,9,8957,default,1,1,4,outlier,outlier
223,a461cb0c-70e3-3190-a397-a40c1dd91856,0.167833333,0.666666667,3,31,default,2,1,2,outlier,outlier
224,a7ae8bc9-67e9-3d41-bed7-b930c43341df,0.021384615,0.769230769,13,17,default,3,1,10,outlier,outlier
