user,pc,Rapid_file_access,Out_of_Working_Hours_encoded,numerical_mean,numerical_std,numerical_min,numerical_max,numerical_range,pc_squared,pc_cubed,pc_sqrt,pc_log,user_squared,user_cubed,user_sqrt,user_log,Out_of_Working_Hours_encoded_sqrt,Out_of_Working_Hours_encoded_log,user_bin,user_bin_ew,pc_bin,pc_bin_ew,Rapid_file_access_bin_ew,user_access_frequency,user_access_rank
1185,8441,1,1,2407.0,4061.2031058131856,1,8441,8440,71250481,129888681,91.87491496594758,9.040856063983732,1404225,1664006625,34.42382895611846,7.077498053569316,1.00000000005,1.000000082690371e-10,0,0,3,3,3,5,269
4556,5692,0,1,2562.25,2994.188857882326,0,5692,5692,32398864,-269259840,75.44534445544072,8.64681695920976,20757136,80231104,67.49814812274556,8.424200324567094,1.00000000005,1.000000082690371e-10,3,3,2,2,0,5,97
3386,5419,0,1,2201.5,2673.583674895302,0,5419,5419,29365561,218185107,73.61385739111964,8.597666575566132,11464996,165770792,58.18934610390548,8.12740456269311,1.00000000005,1.000000082690371e-10,2,2,1,1,0,5,96
4118,8960,0,1,3269.75,4261.238659904731,0,8960,8960,80281600,2063597568,94.65727652959438,9.100525505968987,16957924,1113254296,64.17164482853856,8.32312288758776,1.00000000005,1.000000082690371e-10,3,3,3,3,0,4,283
4844,7078,0,1,2980.75,3560.100127337245,0,7078,7078,50098084,-1888047016,84.13085046521341,8.864746660905423,23464336,1992093888,69.59885056522198,8.485496104673004,1.00000000005,1.000000082690371e-10,3,3,2,2,0,2,1718
2905,2437,0,0,1335.5,1553.893282478991,0,2905,2905,5938969,1588365565,49.36598018879094,7.798523053625248,8439025,-1254436151,53.89805191284839,7.974188669286046,1e-05,-23.025850929940457,2,2,0,0,0,2,1717
475,9620,0,1,2524.0,4735.95192824702,0,9620,9620,92544400,1218897728,98.08159868191433,9.171599543659763,225625,107171875,21.79449471770566,6.163314804034852,1.00000000005,1.000000082690371e-10,0,0,3,3,0,2,1716
1083,8032,1,1,2279.25,3868.9358032926834,1,8032,8031,64513024,-1522434048,89.62142600963287,8.991188841931523,1172889,1270238787,32.90896534381019,6.987490247001083,1.00000000005,1.000000082690371e-10,0,0,3,3,3,3,738
2559,6731,0,0,2322.5,3176.938620747968,0,6731,6731,45306361,14437875,82.04267182387528,8.814479000010728,6548481,-422306305,50.58655947976794,7.8473718361598275,1e-05,-23.025850929940457,2,2,2,2,0,4,282
2048,4378,0,1,1606.75,2084.434915430719,0,4378,4378,19166884,-1986727768,66.16645675869383,8.384347278082831,4194304,0,45.254833995940146,7.624618986159447,1.00000000005,1.000000082690371e-10,1,1,1,1,0,3,737
2748,9584,0,1,3083.25,4523.230362989118,0,9584,9584,91853056,-148606976,97.89790600416384,9.16785032035524,7551504,-723303488,52.42136968832558,7.918628653342276,1.00000000005,1.000000082690371e-10,2,2,3,3,0,5,98
976,7347,0,1,2081.0,3540.656342167838,0,7347,7347,53978409,1442379691,85.7146428563994,8.902047345620291,952576,929714176,31.240998703628218,6.883462586413195,1.00000000005,1.000000082690371e-10,0,0,2,2,0,3,736
1807,7401,0,1,2302.25,3504.217970294276,0,7401,7401,54774801,1661376377,86.02906485601305,8.90937040519748,3265249,1605337647,42.50882261366574,7.499423290592284,1.00000000005,1.000000082690371e-10,1,1,2,2,0,4,697
190,7629,0,1,1955.0,3783.721360424593,0,7629,7629,58201641,1638687701,87.34414691323111,8.939712054090242,36100,6859000,13.784048752093849,5.247024072161012,1.00000000005,1.000000082690371e-10,0,0,2,2,0,3,735
2735,5541,0,1,2069.25,2649.259314726791,0,5541,5541,30702681,-1675136419,74.43789357578639,8.619930268867368,7480225,-1016421105,52.29722745997248,7.913886714856118,1.00000000005,1.000000082690371e-10,2,2,1,2,0,2,1715
3006,8876,0,1,2970.75,4184.016839911937,0,8876,8876,78783376,-798423872,94.21252570651156,9.091106284052495,9036036,1392520440,54.827000647492106,8.008365570312954,1.00000000005,1.000000082690371e-10,2,2,3,3,0,5,89
4659,9533,0,1,3548.25,4554.2675499652705,0,9533,9533,90878089,-1242571355,97.63708311906957,9.162514742493588,21706281,-1949651925,68.25686778632682,8.446556111816818,1.00000000005,1.000000082690371e-10,3,3,3,3,0,3,734
1900,9324,0,1,2806.25,4436.470847794825,0,9324,9324,86936976,-1148454720,96.560861636587,9.140347000155659,3610000,-1730934592,43.58898943540788,7.5496091651545845,1.00000000005,1.000000082690371e-10,1,1,3,3,0,2,1714
1268,1264,0,0,633.0,730.9272649632566,0,1268,1268,1597696,2019487744,35.55277766926376,7.142036574706882,1607824,2038720832,35.608987629531114,7.14519613499725,1e-05,-23.025850929940457,1,1,0,0,0,1,4091
1529,2434,0,1,991.0,1201.925399792627,0,2434,2434,5924356,1534980616,49.33558553417705,7.797291273547514,2337841,-720408407,39.102429592035584,7.332369205929128,1.00000000005,1.000000082690371e-10,1,1,0,0,0,1,3719
3203,6327,0,1,2382.75,3032.059187526963,0,6327,6327,40030929,-127382681,79.54244150137774,8.7525814691469,10259209,-1499491941,56.595052787324974,8.07184314960919,1.00000000005,1.000000082690371e-10,2,2,2,2,0,3,786
3557,6097,0,1,2413.75,2973.2643536467904,0,6097,6097,37173409,-986992015,78.08328886516051,8.715552125907832,12652249,2054376733,59.640590204994616,8.176672771948484,1.00000000005,1.000000082690371e-10,2,2,2,2,0,4,303
3891,2660,0,1,1638.0,1956.468416986757,0,3891,3891,7075600,1641226816,51.575187832911475,7.886081401775782,15139881,-1220265173,62.377880695003576,8.266421472984579,1.00000000005,1.000000082690371e-10,3,3,0,0,0,2,2089
647,6692,0,1,1835.0,3252.31066576775,0,6692,6692,44782864,-960784832,81.80464534487085,8.80866806210673,418609,270840023,25.436194683955776,6.4723462945010555,1.00000000005,1.000000082690371e-10,0,0,2,2,0,3,785
2889,3354,0,1,1561.0,1811.8824465179853,0,3354,3354,11249316,-924499800,57.9137289422819,8.117908942383185,8346321,-1657282407,53.749418601507685,7.9686657004662695,1.00000000005,1.000000082690371e-10,2,2,1,1,0,3,784
2436,9457,0,1,2973.5,4472.215595578251,0,9457,9457,89434849,-323190319,97.24710792614914,9.154510487015523,5934096,1570555968,49.355850717013276,7.798112628829829,1.00000000005,1.000000082690371e-10,1,1,3,3,0,2,2088
601,7461,0,0,2015.5,3641.3715822475465,0,7461,7461,55666521,-1283914531,86.37708029332839,8.917444732471528,361201,217081801,24.515301344264564,6.398594934535374,1e-05,-23.025850929940457,0,0,2,2,0,6,34
2364,8044,0,1,2602.25,3795.0675334351213,0,8044,8044,64705936,803506368,89.68834929911522,8.992681750892555,5588496,326302656,48.620983124573904,7.768110378526031,1.00000000005,1.000000082690371e-10,1,1,3,3,0,2,2087
2062,6497,0,1,2140.0,3062.9209370577405,0,6497,6497,42211009,-632981471,80.60397012554716,8.779095810880547,4251844,177367736,45.409250158972014,7.6314316645769535,1.00000000005,1.000000082690371e-10,1,1,2,2,0,2,2086
242,5549,0,1,1448.0,2736.3692489623304,0,5549,5549,30791401,-937207691,74.49161026585544,8.62137301032592,58564,14172488,15.556349186107258,5.4889377261571,1.00000000005,1.000000082690371e-10,0,0,1,2,0,5,275
2042,7334,0,1,2344.25,3462.9124904719533,0,7334,7334,53787556,-659055528,85.63877626402714,8.900276348631285,4169764,-75276504,45.18849411078112,7.6216849987246595,1.00000000005,1.000000082690371e-10,1,1,2,2,0,5,92
2825,7010,0,1,2459.0,3313.3066061966956,0,7010,7010,49140100,874717320,83.72574275573851,8.85509298002865,7980625,1070429145,53.15072906367419,7.9462636435805765,1.00000000005,1.000000082690371e-10,2,2,2,2,0,3,783
2613,5926,0,1,2135.0,2811.425854141157,0,5926,5926,35117476,1947732568,76.98051701567157,8.687104728133528,6827769,661091213,51.11751167652921,7.868254265520651,1.00000000005,1.000000082690371e-10,2,2,2,2,0,1,3718
1364,7065,0,1,2107.5,3366.922284025378,0,7065,7065,49914225,456681353,84.053554356732,8.862908295118642,1860496,-1757250752,36.93237062524013,7.218176838403481,1.00000000005,1.000000082690371e-10,1,1,2,2,0,5,91
1479,3179,0,1,1164.75,1512.93453813001,0,3179,3179,10106041,2062333267,56.38262143604268,8.064321960910835,2187441,-1059742057,38.45776904606012,7.299121462710867,1.00000000005,1.000000082690371e-10,1,1,0,0,0,4,294
2557,5967,0,1,2131.25,2826.920158641438,0,5967,5967,35605089,2002168559,77.24635913750305,8.693999567522098,6538249,-461566491,50.566787519083114,7.846589975291225,1.00000000005,1.000000082690371e-10,2,2,2,2,0,5,264
776,1634,0,1,602.75,778.6532711461929,0,1634,1634,2669956,67740808,40.42276586281671,7.39878627542001,602176,467288576,27.856776554370036,6.654152520183348,1.00000000005,1.000000082690371e-10,0,0,0,0,0,5,263
4015,4631,0,1,2161.75,2508.235418908414,0,4631,4631,21446161,532923783,68.05145112339707,8.440528106480773,16120225,298193935,63.364027649764346,8.297792626380886,1.00000000005,1.000000082690371e-10,3,3,1,1,0,3,841
35,5677,0,1,1428.25,2832.546719238125,0,5677,5677,32228329,-1723369995,75.34586916347902,8.644178203170744,1225,42875,5.916079783108068,3.555348061492271,1.00000000005,1.000000082690371e-10,0,0,2,2,0,3,840
3153,3218,0,1,1593.0,1839.0521109165632,0,3218,3218,10355524,-1035662136,56.72741841473222,8.07651532755236,9941409,1280491505,56.15158056546672,8.056109659545093,1.00000000005,1.000000082690371e-10,2,2,1,0,0,3,839
1956,2389,0,1,1086.5,1266.4029111358411,0,2389,2389,5707321,749887981,48.87739763940077,7.778630147325852,3825936,-1106403776,44.22668877499309,7.578656850594814,1.00000000005,1.000000082690371e-10,1,1,0,0,0,3,838
1586,5276,0,1,1715.75,2488.3984642067812,0,5276,5276,27836176,834776512,72.6360791893402,8.570923513837224,2515396,-305549240,39.82461550348101,7.368970402194856,1.00000000005,1.000000082690371e-10,1,1,1,1,0,5,262
3944,2249,0,0,1548.25,1917.0137149570248,0,3944,3944,5058001,-1509457639,47.42362280551856,7.71824095195936,15555136,1219914240,62.801273872431125,8.279950715722551,1e-05,-23.025850929940457,3,3,0,0,0,2,2326
3074,8640,0,1,2928.75,4073.8503797595054,0,8640,8640,74649600,727449600,92.95160030897854,9.064157861798114,9449476,-1017081848,55.44366510251735,8.030734924098574,1.00000000005,1.000000082690371e-10,2,2,3,3,0,2,2325
1022,6712,1,1,1934.0,3221.4906487525304,1,6712,6711,45050944,1734225408,81.92679659305678,8.811652248147057,1044484,1067462648,31.968734726293125,6.9295167707637475,1.00000000005,1.000000082690371e-10,0,0,2,2,3,1,3491
3462,2245,0,1,1427.0,1720.479971790818,0,3462,3462,5040025,-1570045763,47.38143096192959,7.7164608001763995,11985444,-1456065832,58.83876273342345,8.149601735736184,1.00000000005,1.000000082690371e-10,2,2,0,0,0,2,2324
2614,9245,0,1,2965.0,4364.176974718906,0,9245,9245,85470025,-103601339,96.15092303249148,9.131838143821236,6832996,681582360,51.12729212465784,7.868636894184205,1.00000000005,1.000000082690371e-10,2,2,3,3,0,2,2323
3844,1442,0,0,1321.5,1813.8587780383198,0,3844,3844,2079364,-1296524408,37.973675092096364,7.273786317844964,14776336,965660736,62.00000000000081,8.25426877009021,1e-05,-23.025850929940457,3,3,0,0,0,2,2322
1501,7976,0,1,2369.5,3804.0091570166687,0,7976,7976,63616576,599669248,89.30845424706499,8.984192311641687,2253001,-913212795,38.74274125562233,7.313886831633528,1.00000000005,1.000000082690371e-10,1,1,3,3,0,4,709
4799,5675,0,1,2618.75,3044.372992369146,0,5675,5675,32205625,-1916671853,75.33259586659749,8.64382584234962,23030401,-1146255297,69.2748150484727,8.476162841858267,1.00000000005,1.000000082690371e-10,3,3,2,2,0,4,710
162,8953,0,1,2279.0,4449.984644168262,0,8953,8953,80156209,379000745,94.62029380635055,9.099743950634167,26244,4251528,12.727922061361783,5.087596335233001,1.00000000005,1.000000082690371e-10,0,0,3,3,0,4,711
4298,5377,0,1,2419.0,2827.1711420900338,0,5377,5377,28912129,841694977,73.32803011127532,8.589885876809698,18472804,2086700264,65.55913361233581,8.365905077202479,1.00000000005,1.000000082690371e-10,3,3,1,1,0,3,913
1982,8058,0,1,2510.25,3814.6327368000534,0,8058,8058,64931364,-769079000,89.7663634108016,8.994420665751305,3928324,-803996424,44.519658579105254,7.591861714889983,1.00000000005,1.000000082690371e-10,1,1,3,3,0,2,2604
996,1822,0,1,704.75,880.3428782771707,0,1822,1822,3319684,1753496952,42.684891940827264,7.507690077819959,992016,988047936,31.559467676120587,6.9037472575846985,1.00000000005,1.000000082690371e-10,0,0,0,0,0,2,2603
4912,3939,0,1,2213.0,2585.4715881891516,0,4912,4912,15515721,986882875,62.76145313805362,8.27868216297093,24127744,-1743605760,70.08566187174164,8.499436469826998,1.00000000005,1.000000082690371e-10,3,3,1,1,0,4,674
3343,8096,0,1,2860.0,3829.8157483966074,0,8096,8096,65545216,-1921875968,89.9777750336165,8.99912539152726,11175649,-1294511057,57.818682101895924,8.114623886420128,1.00000000005,1.000000082690371e-10,2,2,3,3,0,6,42
4552,6765,0,1,2829.5,3389.2796186407127,0,6765,6765,45765225,364101813,82.24962005991334,8.819517540604902,20720704,-168635904,67.46851117373275,8.42332197580619,1.00000000005,1.000000082690371e-10,3,3,2,2,0,4,310
3799,2031,0,1,1457.75,1830.9581052916894,0,3799,3799,4124961,-212138801,45.0666173569761,7.616283561580434,14432401,-1005883449,61.63602842494072,8.242493153187652,1.00000000005,1.000000082690371e-10,3,3,0,0,0,3,909
1276,1562,0,1,709.75,827.2526317073078,0,1562,1562,2439844,-483930968,39.522145690740274,7.3537223303996955,1628176,2077552576,35.72114219898491,7.151485463904813,1.00000000005,1.000000082690371e-10,1,1,0,0,0,2,2602
1017,1340,1,1,589.75,692.5004813476065,1,1340,1339,1795600,-1888863296,36.60601043544762,7.200424892945032,1034289,1051871913,31.890437438205517,6.9246123960486585,1.00000000005,1.000000082690371e-10,0,0,0,0,3,7,15
338,5567,0,0,1476.25,2731.817267558966,0,5567,5567,30991489,730927423,74.6123314204837,8.624611588183527,114244,38614472,18.384776310852956,5.823045895483315,1e-05,-23.025850929940457,0,0,2,2,0,3,908
879,8862,0,1,2435.5,4304.301917849165,0,8862,8862,78535044,192857976,94.13819628609897,9.089527751759446,772641,679151439,29.647934160748875,6.7787848976852905,1.00000000005,1.000000082690371e-10,0,0,3,3,0,1,3280
1077,3296,0,1,1093.5,1553.5525953976153,0,3296,3296,10863616,1446739968,57.41080037763017,8.100464891029393,1159929,1249243533,32.817678162845404,6.981934677156482,1.00000000005,1.000000082690371e-10,0,0,1,1,0,4,311
4888,1234,0,1,1530.75,2312.467567340135,0,4888,4888,1522756,1879080904,35.128336140502014,7.118016204465414,23892544,822638080,69.91423317179485,8.494538500851451,1.00000000005,1.000000082690371e-10,3,3,0,0,0,3,907
3994,6202,0,1,2549.25,3077.9938677651717,0,6202,6202,38464804,-1959454168,78.75277772878935,8.73262709966041,15952036,-712077656,63.198101237300634,8.292548513975786,1.00000000005,1.000000082690371e-10,3,3,2,2,0,3,906
4860,2291,0,1,1788.0,2315.203806723431,0,4860,4860,5248681,-860173717,47.864391775098326,7.73674368245354,23619600,-1172860992,69.71370023173422,8.48879371689456,1.00000000005,1.000000082690371e-10,3,3,0,0,0,3,905
380,5727,0,1,1527.0,2805.7092983177477,0,5727,5727,32798529,-1141385441,75.67694497005083,8.652947112393875,144400,54872000,19.49358868962049,5.9401712527206945,1.00000000005,1.000000082690371e-10,0,0,2,2,0,1,3279
493,9720,0,0,2553.25,4783.482230551296,0,9720,9720,94478400,-792953344,98.59006035093041,9.181940897454496,243049,119823157,22.20360331117677,6.200509174042893,1e-05,-23.025850929940457,0,0,3,3,0,5,197
2063,3939,0,1,1500.75,1894.086301272111,0,3939,3939,15515721,986882875,62.76145313805362,8.27868216297093,4255969,190129455,45.42025979670416,7.6319165130713005,1.00000000005,1.000000082690371e-10,1,1,1,1,0,2,2816
3885,6435,1,1,2580.5,3155.235384774539,1,6435,6434,41409225,180390523,80.21845174272624,8.769507120030243,15093225,-1492363019,62.32976816899049,8.264878262801773,1.00000000005,1.000000082690371e-10,3,3,2,2,3,3,977
65,7981,0,1,2011.75,3979.6161770535946,0,7981,7981,63696361,1554516213,89.33644273195625,8.984818995876022,4225,274625,8.062257748304752,4.174387269897176,1.00000000005,1.000000082690371e-10,0,0,3,3,0,2,2789
2569,6392,0,1,2240.5,3020.9305961353475,0,6392,6392,40857664,-830816768,79.94998436522737,8.762802487446127,6599761,-225083175,50.685303589897735,7.851271997109922,1.00000000005,1.000000082690371e-10,2,2,2,2,0,4,664
2028,8972,0,1,2750.25,4256.527095728003,0,8972,8972,80496784,662640320,94.72064188971747,9.10186389564011,4112784,-249208640,45.03332099679192,7.614805364711123,1.00000000005,1.000000082690371e-10,1,1,3,3,0,1,3140
2696,2233,0,1,1232.5,1435.0936090257899,0,2696,2696,4986289,-1750518551,47.2546294028437,7.711101251840203,7268416,-1879186944,51.92301994298964,7.899524472032235,1.00000000005,1.000000082690371e-10,2,2,0,0,0,1,3139
1496,3800,0,1,1324.25,1794.7576205902196,0,3800,3800,14440000,-962574848,61.644140029690575,8.242756345714504,2238016,-946895360,38.678159211628724,7.31055015853449,1.00000000005,1.000000082690371e-10,1,1,1,1,0,3,969
392,3775,0,1,1042.0,1831.323201039802,0,3775,3775,14250625,-2038465473,61.441028637223354,8.236155661683151,153664,60236288,19.798989873225857,5.971261839790718,1.00000000005,1.000000082690371e-10,0,0,1,1,0,2,2788
4515,7044,0,1,2890.0,3492.5998911985325,0,7044,7044,49617936,1616390208,83.92854103342974,8.859931469616111,20385225,1844977659,67.1937497093301,8.415160465851107,1.00000000005,1.000000082690371e-10,3,3,2,2,0,2,2787
4475,4487,1,1,2241.0,2586.5338453871686,1,4487,4486,20133169,143216087,66.98507296405745,8.408939605976006,20025625,-579641341,66.895440801299,8.406261630708977,1.00000000005,1.000000082690371e-10,3,3,1,1,3,3,968
3562,8383,0,1,2986.5,3970.13035050488,0,8383,8383,70274689,702198335,91.55872432488397,9.03396112463787,12687844,-2050539928,59.682493245507935,8.178077463849634,1.00000000005,1.000000082690371e-10,2,2,3,3,0,4,665
2279,4850,0,1,1782.5,2309.9146448876995,0,4850,4850,23522500,-1879991992,69.64194138592131,8.486733983931549,5193841,-1048138249,47.73887304912109,7.731492029245728,1.00000000005,1.000000082690371e-10,1,1,1,1,0,2,2786
3100,5997,0,1,2274.5,2879.850053966931,0,5997,5997,35964009,927797173,77.44029958619801,8.699014623168527,9610000,-273771072,55.67764362830112,8.03915739047327,1.00000000005,1.000000082690371e-10,2,2,2,2,0,2,2785
201,1890,0,1,523.0,916.2215889183141,0,1890,1890,3572100,-1838665592,43.474130238569465,7.544332108053741,40401,8120601,14.177446878761351,5.303304908059573,1.00000000005,1.000000082690371e-10,0,0,0,0,0,2,2784
4876,6920,0,1,2949.25,3505.6846573339517,0,6920,6920,47886400,661406208,83.18653737234229,8.84217104861173,23775376,-35383616,69.82836100038509,8.492080490601182,1.00000000005,1.000000082690371e-10,3,3,2,2,0,5,257
3105,2188,0,1,1323.5,1572.8700942332566,0,3105,3105,4787344,1884774080,46.77606225410707,7.690743163541917,9641025,-129388447,55.72252686302103,8.040768994367612,1.00000000005,1.000000082690371e-10,2,2,0,0,0,5,112
4599,6644,0,1,2811.0,3350.95279982674,0,6644,6644,44142736,1226561856,81.51073548925994,8.8014694707332,21150801,-1511714009,67.81592733274464,8.433594167539946,1.00000000005,1.000000082690371e-10,3,3,2,2,0,4,623
2455,1740,0,1,1049.0,1245.3944488929333,0,2455,2455,3027600,973056704,41.71330722922962,7.461640392208632,6027025,1911444487,49.54795656735099,7.805882040228662,1.00000000005,1.000000082690371e-10,1,1,0,0,0,3,1046
3646,2369,0,1,1504.0,1812.678864737675,0,3646,3646,5612161,410307521,48.67237409455286,7.770223204158827,13293316,1222789880,60.38211655780294,8.201385955238635,1.00000000005,1.000000082690371e-10,2,2,0,0,0,5,111
805,3000,0,1,951.5,1417.3469347105292,0,3000,3000,9000000,1230196224,54.77225575051752,8.00636756765028,648025,521660125,28.372521918223978,6.690842277418688,1.00000000005,1.000000082690371e-10,0,0,0,0,0,6,78
2732,2471,0,1,1301.0,1505.4636052281924,0,2732,2732,6105841,-2092336073,49.70915408654728,7.812378205988651,7463824,-1083669312,52.268537381488876,7.912789220690717,1.00000000005,1.000000082690371e-10,2,2,0,0,0,4,624
2774,2536,0,1,1327.75,1535.653254047497,0,2774,2774,6431296,-870102528,50.35871324805768,7.838343315557156,7695076,-128695656,52.66877632905572,7.928045600874813,1.00000000005,1.000000082690371e-10,2,2,0,0,0,5,110
1571,1318,0,1,722.5,840.0676560055545,0,1571,1571,1737124,-2005437864,36.30426972134407,7.183870715062528,2468041,-417674885,39.63584236521409,7.359467638255685,1.00000000005,1.000000082690371e-10,1,1,0,0,0,2,2903
2691,6153,0,1,2211.25,2917.8979163089307,0,6153,6153,37859409,1020709593,78.44106067615417,8.724695046740507,7241481,-1988011109,51.874849397372714,7.897668150726943,1.00000000005,1.000000082690371e-10,2,2,2,2,0,3,1045
3841,2894,0,1,1684.0,1982.0102589710948,0,3841,3841,8375236,-1531870792,53.79591062525199,7.970394907191464,14753281,832777473,61.97580172938548,8.25348802834593,1.00000000005,1.000000082690371e-10,3,3,0,0,0,2,2902
1029,8991,0,1,2505.25,4350.9314232701945,0,8991,8991,80838081,965713247,94.82088377567517,9.103979355984784,1058841,1089547389,32.07802986469244,6.936342735834147,1.00000000005,1.000000082690371e-10,0,0,3,3,0,2,2901
503,9592,0,1,2524.0,4717.950473104467,0,9592,9592,92006464,2057707008,97.93875637356287,9.168684696707361,253009,127263527,22.42766149200803,6.220590170099938,1.00000000005,1.000000082690371e-10,0,0,3,3,0,2,2900
4494,6935,0,1,2857.5,3446.207432332921,0,6935,6935,48094225,-1473998713,83.27664738688811,8.844336332748947,20196036,566672568,67.03730304837822,8.410498452745296,1.00000000005,1.000000082690371e-10,3,3,2,2,0,5,151
871,1723,0,1,648.75,825.4018718176013,0,1723,1723,2968729,820152771,41.509035161035726,7.451822236527987,758641,660776311,29.512709126749108,6.7696419768526175,1.00000000005,1.000000082690371e-10,0,0,0,0,0,6,63
4489,3329,0,1,1954.75,2305.7300181648907,0,4489,4489,11082241,-1761925375,57.69748694700749,8.110427237575054,20151121,264068953,67.00000000000075,8.409385238781955,1.00000000005,1.000000082690371e-10,3,3,1,1,0,1,3025
207,3770,0,1,994.5,1852.8922436738371,0,3770,3770,14212900,2043025448,61.40032573203582,8.234830280442083,42849,8869743,14.387494569941634,5.332718793265852,1.00000000005,1.000000082690371e-10,0,0,1,1,0,2,2899
1485,8545,0,1,2507.75,4085.2176910580097,0,8545,8545,73017025,1160220705,92.43916918709353,9.053101595549704,2205225,-1020208171,38.535697735996685,7.303170051236868,1.00000000005,1.000000082690371e-10,1,1,3,3,0,1,3060
864,5846,0,1,1677.75,2808.4890807454935,0,5846,5846,34175716,-2072227176,76.45913941446176,8.673512945671208,746496,644972544,29.39387691339984,6.761572768804172,1.00000000005,1.000000082690371e-10,0,0,2,2,0,1,3059
2791,1267,0,1,1014.75,1326.1599639560832,0,2791,2791,1605289,2033901163,35.59494346111678,7.144407180321218,7789681,266163191,52.82991576749011,7.934155233536358,1.00000000005,1.000000082690371e-10,2,2,0,0,0,2,2873
564,1569,0,1,533.5,739.6776324859364,0,1569,1569,2461761,-432464287,39.610604640677984,7.358193752733096,318096,179406144,23.74868417407794,6.335054251498236,1.00000000005,1.000000082690371e-10,0,0,0,0,0,1,3058
4192,2973,0,1,1791.5,2127.1032728415735,0,4192,4192,8838729,507737541,54.52522352086326,7.997326822998131,17572864,651001856,64.74565622495535,8.340933226000901,1.00000000005,1.000000082690371e-10,3,3,0,0,0,1,3057
1758,9737,0,1,2874.0,4649.739419221971,0,9737,9737,94809169,-261090087,98.67623827447062,9.183688340978767,3090564,1138244216,41.92851058647445,7.471932078245179,1.00000000005,1.000000082690371e-10,1,1,3,3,0,4,613
1679,3822,0,1,1375.5,1812.7994005588887,0,3822,3822,14607684,-4006600,61.82232606429574,8.248529124800244,2819041,438202543,40.97560249709698,7.4259536570776,1.00000000005,1.000000082690371e-10,1,1,1,1,0,3,1062
3243,5460,0,1,2176.0,2670.1277123014174,0,5460,5460,29811600,-437421248,73.89181280764534,8.605204068738969,10517049,-252948461,56.947344099616274,8.084254106307348,1.00000000005,1.000000082690371e-10,2,2,1,1,0,4,614
